	extraversion_mean	neuroticism_mean	agreeableness_mean	conscientiousness_mean	openness_mean	extraversion_mean_rank	neuroticism_mean_rank	agreeableness_mean_rank	conscientiousness_mean_rank	openness_mean_rank	extraversion_mean_perc	neuroticism_mean_perc	agreeableness_mean_perc	conscientiousness_mean_perc	openness_mean_perc
2642	3.4	2.7	5.0	4.4	4.6	2569	6397	1746	8656	1602	25.682568256825682	63.96639663966397	17.451745174517452	86.55865586558656	16.01160116011601
2643	3.9	3.0	3.8	2.9	4.2	2490	7543	7496	6001	5734	24.892489248924893	75.42754275427542	74.95749574957496	60.006000600060005	57.33573357335734
2644	3.8	1.7	4.5	3.4	4.5	2308	8359	8763	1524	9709	23.072307230723073	83.5883588358836	87.62876287628762	15.231523152315232	97.08970897089709
2645	2.8	3.7	3.8	3.8	4.2	381	5690	1717	9489	565	3.8003800380038006	56.8956895689569	17.16171617161716	94.88948894889488	5.6405640564056405
2646	2.3	3.4	3.2	4.1	3.9	838	4121	8764	3143	5743	8.370837083708372	41.204120412041206	87.63876387638764	31.423142314231423	57.42574257425742
2647	4.1	2.5	4.1	4.2	3.9	550	8376	2843	5691	1689	5.4905490549054905	83.75837583758376	28.422842284228423	56.90569056905691	16.881688168816883
2648	2.9	2.6	4.4	4.0	4.0	1733	5675	6833	8483	1885	17.32173217321732	56.74567456745675	68.32683268326832	84.82848284828482	18.84188418841884
2649	4.1	2.6	4.0	2.4	4.1	2340	5245	8766	8470	6242	23.392339233923394	52.44524452445245	87.65876587658767	84.69846984698471	62.41624162416242
2650	2.0	1.3	3.9	2.9	3.4	1561	7186	7206	9340	1692	15.601560156015601	71.85718571857186	72.05720572057206	93.3993399339934	16.911691169116914
2651	1.8	3.9	4.4	3.5	4.2	352	10000	1718	6026	3510	3.5103510351035103	100.0	17.17171717171717	60.25602560256026	35.09350935093509
2652	1.8	3.3	2.2	3.1	3.1	2306	1041	9650	6056	8876	23.05230523052305	10.4010401040104	96.49964996499651	60.55605560556055	88.75887588758876
2653	1.2	3.5	2.7	2.8	3.9	1052	1029	2838	6336	3503	10.51105110511051	10.281028102810282	28.372837283728376	63.356335633563354	35.02350235023503
2654	2.8	2.1	4.6	4.4	4.9	4445	1804	3629	8467	332	44.44444444444444	18.031803180318033	36.28362836283628	84.66846684668467	3.31033103310331
2655	2.0	3.6	3.8	2.1	3.7	1856	2036	3630	1783	3497	18.55185518551855	20.35203520352035	36.293629362936294	17.82178217821782	34.963496349634966
2656	3.4	3.0	4.0	2.7	2.6	5319	1770	1370	1504	3490	53.185318531853184	17.691769176917692	13.691369136913693	15.031503150315032	34.89348934893489
2657	2.7	2.1	3.2	4.4	3.1	4508	689	2045	8143	8017	45.074507450745074	6.880688068806881	20.442044204420444	81.42814281428143	80.16801680168017
2658	2.0	2.5	4.0	3.7	4.3	1003	1003	8395	1057	3045	10.021002100210021	10.021002100210021	83.94839483948395	10.561056105610561	30.443044304430444
2659	3.6	3.8	3.8	3.4	3.2	2464	691	6899	6031	6226	24.632463246324633	6.9006900690069015	68.986898689869	60.3060306030603	62.256225622562255
2660	3.1	2.6	4.0	4.0	3.3	2463	999	551	8182	7115	24.62246224622462	9.98099809980998	5.500550055005501	81.81818181818183	71.14711471147115
2661	2.2	1.0	3.5	3.4	4.4	456	2107	1629	6337	1704	4.550455045504551	21.062106210621064	16.28162816281628	63.366336633663366	17.03170317031703
2662	1.4	3.8	4.5	3.7	4.9	5165	706	301	3315	6223	51.64516451645164	7.050705070507051	3.0003000300030003	33.143314331433146	62.22622262226223
2663	4.8	3.9	4.1	4.1	4.8	6733	2112	1878	2816	519	67.32673267326733	21.112111211121114	18.771877187718772	28.152815281528156	5.18051805180518
2664	2.7	2.9	5.0	3.7	4.6	137	1745	7030	5699	8063	1.36013601360136	17.441744174417444	70.29702970297029	56.98569856985699	80.62806280628064
2665	1.2	3.6	2.6	2.0	3.7	459	707	1566	6334	5878	4.580458045804581	7.06070607060706	15.651565156515652	63.33633363336334	58.77587758775877
2666	3.2	1.2	3.8	3.9	4.1	3820	1232	5640	6087	9426	38.19381938193819	12.31123112311231	56.395639563956394	60.866086608660865	94.25942594259425
2667	4.5	3.6	3.8	3.4	4.0	6717	353	4655	5961	5814	67.16671667166717	3.52035203520352	46.54465446544654	59.6059605960596	58.13581358135813
2668	1.6	4.2	3.5	3.1	3.4	6920	434	5639	336	5745	69.1969196919692	4.33043304330433	56.38563856385639	3.35033503350335	57.44574457445745
2669	5.0	1.4	3.7	5.0	4.5	2033	719	493	4958	8075	20.32203220322032	7.180718071807181	4.9204920492049204	49.57495749574958	80.74807480748075
2670	4.5	3.1	3.0	2.9	3.1	4531	1926	4852	354	2983	45.3045304530453	19.251925192519252	48.51485148514851	3.53035303530353	29.82298229822982
2671	2.7	4.0	4.2	2.4	3.6	7683	1489	5638	6199	5757	76.82768276827683	14.881488148814881	56.37563756375638	61.98619861986199	57.565756575657566
2672	2.8	2.6	4.2	4.1	4.1	6682	1032	3419	7915	8881	66.81668166816682	10.311031103110311	34.183418341834184	79.14791479147915	88.80888088808881
2673	2.2	3.5	3.2	3.0	2.7	9600	2557	7358	8001	558	95.99959995999599	25.562556255625562	73.57735773577357	80.00800080008	5.57055705570557
2674	3.0	2.5	4.1	3.4	3.3	7680	1085	1903	7911	1901	76.7976797679768	10.841084108410842	19.021902190219024	79.1079107910791	19.001900190019004
2675	2.8	2.2	4.0	2.6	3.9	2052	264	7008	7907	8576	20.512051205120514	2.63026302630263	70.07700770077008	79.06790679067906	85.75857585758577
2676	2.6	3.2	3.3	3.5	3.9	3950	1794	7097	3123	1657	39.49394939493949	17.931793179317932	70.96709670967097	31.223122312231222	16.56165616561656
2677	1.9	3.7	4.3	3.1	3.8	2850	2221	1546	8512	8575	28.492849284928496	22.202220222022202	15.45154515451545	85.11851185118512	85.74857485748575
2678	3.6	2.2	4.7	4.2	4.9	4437	2476	499	3860	3001	44.364436443644365	24.752475247524753	4.9804980498049805	38.59385938593859	30.003000300030003
2679	1.6	4.9	2.6	2.6	3.3	113	2472	5630	6208	9699	1.12011201120112	24.71247124712471	56.29562956295629	62.076207620762084	96.98969896989699
2680	4.2	2.4	3.9	3.5	4.0	6688	1363	5866	6148	321	66.87668766876688	13.621362136213621	58.655865586558654	61.47614761476148	3.2003200320032
2681	1.4	2.9	3.1	1.9	3.9	6937	320	5683	8005	8307	69.36693669366937	3.1903190319031904	56.82568256825683	80.04800480048004	83.06830683068307
2682	3.2	1.5	3.3	3.1	4.1	1838	2059	292	9554	8066	18.371837183718373	20.582058205820584	2.9102910291029103	95.53955395539553	80.65806580658065
2683	4.4	2.7	4.6	2.5	4.0	7779	381	9556	1584	7128	77.78777877787779	3.8003800380038006	95.55955595559556	15.831583158315832	71.27712771277129
2684	2.9	2.1	4.0	3.1	4.2	741	1373	1541	1583	8777	7.4007400740074	13.721372137213722	15.401540154015404	15.821582158215822	87.76877687768777
2685	2.5	3.9	3.9	3.1	4.5	748	2125	4638	6134	3527	7.470747074707471	21.242124212421242	46.374637463746375	61.33613361336133	35.26352635263527
2686	3.1	4.5	4.6	2.9	4.2	2322	314	4671	4957	3660	23.212321232123212	3.13031303130313	46.704670467046704	49.56495649564957	36.593659365936595
2687	1.5	2.9	2.9	2.9	4.5	3543	620	5811	2930	6483	35.42354235423542	6.19061906190619	58.1058105810581	29.292929292929294	64.82648264826483
2688	4.8	1.4	3.7	4.5	4.7	6735	292	1574	3965	196	67.34673467346735	2.9102910291029103	15.731573157315731	39.64396439643964	1.9501950195019502
2689	2.1	2.9	3.3	4.1	3.9	350	633	5643	4911	6741	3.49034903490349	6.32063206320632	56.42564256425643	49.104910491049104	67.40674067406741
2690	4.1	1.7	4.6	4.4	4.1	2125	2230	9690	8206	8632	21.242124212421242	22.29222922292229	96.89968996899691	82.05820582058206	86.31863186318633
2691	1.9	3.7	4.1	3.5	4.7	1046	1062	4690	3295	7294	10.45104510451045	10.611061106110611	46.89468946894689	32.943294329432945	72.93729372937293
2692	2.3	2.6	3.6	2.5	4.2	2881	280	8401	9293	9552	28.802880288028803	2.7902790279027903	84.00840084008401	92.92929292929293	95.51955195519551
2693	2.4	3.4	3.5	4.1	3.2	9249	609	8393	2921	4464	92.4892489248925	6.080608060806081	83.92839283928393	29.202920292029205	44.63446344634463
2694	1.9	2.5	4.4	2.8	2.9	5251	397	4866	5988	6739	52.5052505250525	3.9603960396039604	48.65486548654865	59.87598759875987	67.38673867386738
2695	2.5	3.1	3.9	4.8	3.9	713	2424	336	6124	8724	7.12071207120712	24.232423242324234	3.35033503350335	61.23612361236124	87.23872387238724
2696	2.4	3.6	3.4	2.3	4.8	6771	382	7063	3970	6738	67.70677067706771	3.8103810381038103	70.62706270627062	39.69396939693969	67.37673767376737
2697	1.3	3.5	3.5	1.9	4.6	8889	2547	3073	4059	4457	88.88888888888889	25.46254625462546	30.723072307230726	40.58405840584059	44.56445644564456
2698	3.0	1.4	2.9	3.6	3.9	9256	1738	8390	1165	6731	92.55925592559255	17.37173717371737	83.8983898389839	11.641164116411641	67.3067306730673
2699	4.4	4.3	4.1	3.3	4.6	4460	1819	451	5635	9008	44.594459445944594	18.181818181818183	4.5004500450045	56.34563456345635	90.07900790079007
2700	3.3	3.4	3.9	4.8	4.3	6803	764	9572	347	4450	68.02680268026803	7.630763076307631	95.71957195719571	3.4603460346034605	44.49444944494449
2701	3.7	3.5	4.0	2.5	3.8	3243	2640	7300	4733	4448	32.42324232423242	26.392639263926394	72.997299729973	47.32473247324733	44.47444744474448
2702	1.2	2.1	2.2	3.3	4.1	1584	1936	6983	7985	5080	15.831583158315832	19.351935193519353	69.82698269826983	79.84798479847984	50.79507950795079
2703	1.4	3.2	3.9	2.1	3.0	4456	1563	3363	1154	94	44.554455445544555	15.62156215621562	33.623362336233626	11.53115311531153	0.9300930093009301
2704	3.6	2.0	5.0	4.2	4.4	717	1571	3365	3374	2166	7.160716071607161	15.701570157015702	33.64336433643365	33.73337333733373	21.652165216521652
2705	1.4	4.0	4.5	4.0	3.5	4457	2385	4680	5730	9018	44.56445644564456	23.84238423842384	46.79467946794679	57.2957295729573	90.17901790179017
2706	1.8	2.9	4.4	2.5	4.1	5266	40	3061	4732	1197	52.655265526552654	0.39003900390039004	30.603060306030606	47.31473147314731	11.96119611961196
2707	2.4	2.5	4.2	3.0	4.5	2898	467	1592	574	1159	28.972897289728973	4.66046604660466	15.911591159115911	5.7305730573057305	11.581158115811581
2708	3.2	1.6	4.6	3.7	3.6	4503	2162	7048	1166	9562	45.02450245024502	21.61216121612161	70.47704770477048	11.65116511651165	95.61956195619562
2709	5.0	1.0	5.0	5.0	5.0	8598	472	7321	5628	2419	85.97859785978598	4.71047104710471	73.20732073207321	56.275627562756284	24.182418241824184
2710	3.9	2.8	4.0	4.4	3.9	709	1608	4884	2985	4546	7.080708070807081	16.071607160716074	48.83488348834884	29.84298429842984	45.45454545454545
2711	3.8	1.2	2.2	4.1	4.5	9274	1980	9682	3364	9790	92.73927392739274	19.791979197919794	96.81968196819682	33.63336333633363	97.8997899789979
2712	4.1	2.5	3.5	4.1	4.2	8602	1629	1821	7988	1176	86.01860186018601	16.28162816281628	18.201820182018203	79.87798779877988	11.751175117511751
2713	1.7	3.1	3.4	2.8	3.0	2196	2648	7296	2963	1180	21.952195219521954	26.472647264726472	72.95729572957296	29.62296229622962	11.791179117911792
2714	4.5	1.2	3.2	3.4	4.7	8879	1651	473	4810	2435	88.78887888788879	16.5016501650165	4.72047204720472	48.0948094809481	24.342434243424343
2715	3.2	3.1	3.0	2.7	3.9	9247	825	4700	4731	8722	92.46924692469247	8.24082408240824	46.994699469946994	47.30473047304731	87.21872187218722
2716	2.5	2.7	3.3	3.4	3.0	3797	1834	7297	340	1181	37.96379637963796	18.331833183318334	72.96729672967297	3.3903390339033903	11.801180118011802
2717	4.4	4.3	3.6	3.3	5.0	5194	2	8725	8200	5017	51.93519351935193	0.010001000100010001	87.24872487248724	81.998199819982	50.165016501650165
2718	2.6	3.4	3.8	2.0	3.7	6874	885	6979	6174	5027	68.73687368736874	8.84088408840884	69.78697869786978	61.736173617361736	50.265026502650265
2719	2.0	3.4	4.4	4.1	4.1	5296	1534	3690	7938	925	52.955295529552956	15.331533153315332	36.8936893689369	79.37793779377938	9.24092409240924
2720	4.6	2.2	4.0	2.6	4.5	6873	2008	3509	570	6752	68.72687268726872	20.072007200720073	35.08350835083508	5.690569056905691	67.51675167516751
2721	2.5	2.6	4.3	2.5	3.8	8588	2212	4738	1602	7961	85.87858785878588	22.112211221122113	47.37473747374737	16.01160116011601	79.60796079607961
2722	2.5	3.8	4.6	3.5	3.3	4486	2584	1480	2955	4446	44.85448544854486	25.83258325832583	14.79147914791479	29.542954295429542	44.454445444544454
2723	1.4	2.9	2.6	3.8	3.8	6862	925	9776	6184	6777	68.61686168616862	9.24092409240924	97.75977597759777	61.83618361836184	67.76677667766776
2724	4.0	3.5	2.5	2.5	3.5	2454	530	5777	1444	4444	24.532453245324533	5.29052905290529	57.76577657765777	14.431443144314432	44.43444344434443
2725	4.3	4.7	1.9	2.0	4.2	234	1721	9778	8214	7429	2.33023302330233	17.2017201720172	97.77977797779778	82.13821382138214	74.28742874287428
2726	2.0	4.1	3.2	3.0	4.0	8601	2543	8710	2920	2533	86.008600860086	25.422542254225423	87.09870987098711	29.192919291929194	25.322532253225322
2727	1.8	3.5	4.8	3.1	4.3	9264	1947	1471	4072	1278	92.63926392639263	19.46194619461946	14.7014701470147	40.714071407140715	12.771277127712771
2728	2.7	2.3	3.6	4.0	2.0	8592	2306	4741	557	9846	85.91859185918592	23.05230523052305	47.4047404740474	5.56055605560556	98.45984598459846
2729	1.9	1.8	4.0	3.2	3.7	727	1975	7126	4091	5180	7.2607260726072615	19.741974197419744	71.25712571257125	40.904090409040904	51.795179517951794
2730	3.8	3.5	4.7	4.4	3.6	1068	1532	1468	1711	8150	10.671067106710671	15.311531153115313	14.67146714671467	17.1017101710171	81.4981498149815
2731	2.5	3.8	4.0	3.0	2.0	9551	1125	9529	5675	7259	95.5095509550955	11.24112411241124	95.28952895289528	56.74567456745675	72.58725872587259
2732	3.8	2.4	4.4	4.0	4.5	7676	4744	2930	6276	4345	76.75767576757676	47.434743474347435	29.292929292929294	62.75627562756275	43.444344434443444
2733	1.4	3.3	3.3	1.8	3.3	9455	6906	8716	1456	1292	94.54945494549455	69.05690569056905	87.15871587158716	14.551455145514552	12.91129112911291
2734	2.3	3.7	3.4	2.6	3.6	3086	4736	5927	6280	5198	30.853085308530854	47.35473547354736	59.26592659265927	62.79627962796279	51.97519751975197
2735	4.2	1.8	4.5	2.7	4.4	3085	6884	7064	8609	9164	30.84308430843084	68.83688368836883	70.63706370637064	86.08860886088608	91.63916391639164
2736	2.6	3.4	3.7	3.8	4.4	9458	6912	424	1717	1295	94.57945794579457	69.11691169116911	4.23042304230423	17.16171617161716	12.941294129412942
2737	3.1	2.7	4.0	3.8	4.9	4710	6893	359	9628	7257	47.094709470947095	68.92689268926893	3.5803580358035805	96.27962796279628	72.56725672567256
2738	2.7	4.2	3.2	2.8	3.9	7484	1077	2926	7823	8640	74.83748374837484	10.76107610761076	29.252925292529252	78.22782278227822	86.3986398639864
2739	1.4	3.1	3.6	2.0	3.9	4706	6824	3143	1554	9169	47.054705470547056	68.23682368236824	31.423142314231423	15.53155315531553	91.68916891689169
2740	1.4	4.7	3.3	2.9	3.3	1741	6874	4973	2886	122	17.4017401740174	68.73687368736874	49.72497249724972	28.852885288528853	1.21012101210121
2741	2.6	2.6	4.1	3.7	3.3	8956	1884	4831	2873	2530	89.55895589558955	18.831883188318834	48.304830483048306	28.722872287228725	25.292529252925295
2742	2.5	3.3	3.0	3.2	2.9	3907	2338	1458	9072	2528	39.06390639063906	23.37233723372337	14.571457145714572	90.71907190719072	25.272527252725276
2743	4.9	2.5	4.8	4.5	4.6	7490	6860	1980	6289	4350	74.8974897489749	68.5968596859686	19.791979197919794	62.886288628862886	43.494349434943494
2744	2.4	3.5	3.0	3.2	2.9	9469	2507	550	390	5112	94.68946894689469	25.06250625062506	5.4905490549054905	3.89038903890389	51.11511151115111
2745	2.5	3.0	3.0	2.7	2.8	7252	6966	4595	5999	4417	72.51725172517251	69.65696569656966	45.944594459445945	59.98599859985999	44.164416441644164
2746	2.8	3.4	4.3	2.5	4.3	902	6964	8289	7814	6720	9.01090109010901	69.63696369636963	82.88828882888288	78.13781378137814	67.1967196719672
2747	3.6	4.0	3.6	4.2	4.3	9378	4654	6940	7809	8994	93.77937793779378	46.53465346534654	69.3969396939694	78.08780878087809	89.93899389938994
2748	2.5	3.1	3.0	3.2	3.0	905	1107	5899	8068	9142	9.040904090409041	11.061106110611062	58.98589858985899	80.67806780678067	91.41914191419141
2749	4.4	3.0	4.5	4.3	4.7	9491	4683	4930	9460	6706	94.90949094909492	46.82468246824683	49.294929492949294	94.5994599459946	67.05670567056706
2750	2.4	4.2	3.6	3.4	3.9	200	2503	6978	2864	879	1.9901990199019903	25.02250225022502	69.77697769776978	28.63286328632863	8.780878087808782
2751	2.7	2.3	4.0	4.2	4.6	7224	2506	1527	5582	5145	72.23722372237224	25.052505250525055	15.261526152615263	55.81558155815581	51.44514451445145
2752	2.8	2.9	3.3	2.4	4.2	7519	6932	9595	8071	878	75.18751875187519	69.31693169316931	95.94959495949595	80.70807080708072	8.77087708770877
2753	3.8	3.5	4.1	3.4	4.7	4896	4648	283	3040	8153	48.95489548954895	46.474647464746475	2.8202820282028203	30.39303930393039	81.52815281528153
2754	3.4	1.5	3.8	3.4	2.7	3055	1140	3304	1721	874	30.543054305430545	11.391139113911391	33.033303330333034	17.2017201720172	8.730873087308732
2755	1.8	2.6	4.7	4.0	2.9	7217	7018	7390	4029	9776	72.16721672167216	70.17701770177017	73.8973897389739	40.284028402840285	97.75977597759777
2756	2.2	4.6	4.6	3.5	2.8	2342	7019	8318	1190	9774	23.412341234123414	70.18701870187019	83.17831783178318	11.89118911891189	97.73977397739773
2757	3.6	3.5	4.1	2.4	3.5	7536	1862	1789	8601	9149	75.35753575357535	18.61186118611861	17.88178817881788	86.008600860086	91.48914891489149
2758	2.2	2.3	3.5	3.6	3.9	1744	6928	1512	9602	5167	17.431743174317432	69.27692769276928	15.111511151115112	96.01960196019603	51.66516651665166
2759	4.5	3.1	3.5	4.3	4.4	3914	7020	9740	5656	8416	39.13391339133913	70.19701970197019	97.3997399739974	56.55565556555655	84.15841584158416
2760	3.2	3.3	3.3	2.6	4.8	844	2498	5876	3354	8613	8.430843084308432	24.972497249724974	58.75587558755876	33.53335333533353	86.12861286128613
2761	4.9	4.2	3.8	2.1	2.5	7429	6848	4928	313	9836	74.28742874287428	68.47684768476847	49.27492749274928	3.1203120312031203	98.35983598359836
2762	3.5	3.6	4.6	2.7	4.2	7425	3062	1936	6120	6782	74.24742474247424	30.61306130613061	19.351935193519353	61.196119611961194	67.81678167816781
2763	3.7	3.1	4.5	3.2	3.5	3117	4637	6955	7889	1086	31.16311631163116	46.36463646364636	69.54695469546954	78.8878887888789	10.851085108510851
2764	2.7	3.9	4.0	3.6	4.1	7456	7362	5785	8573	7344	74.55745574557456	73.61736173617362	57.845784578457845	85.72857285728573	73.43734373437344
2765	3.3	3.2	3.7	4.0	3.7	2344	963	4735	4078	1091	23.432343234323433	9.62096209620962	47.344734473447346	40.77407740774077	10.901090109010902
2766	4.0	1.9	4.9	3.0	4.2	7408	7382	528	8021	4852	74.07740774077408	73.81738173817382	5.270527052705271	80.2080208020802	48.51485148514851
2767	2.8	4.2	4.4	3.4	3.6	7405	7383	1501	4988	1092	74.04740474047404	73.82738273827383	15.001500150015001	49.874987498749874	10.911091109110911
2768	4.2	3.3	4.1	3.6	4.7	833	7398	4840	4082	1022	8.320832083208321	73.97739773977398	48.394839483948395	40.814081408140815	10.21102110211021
2769	2.3	1.9	3.0	3.4	4.2	8419	7400	352	2904	4840	84.1884188418842	73.997399739974	3.5103510351035103	29.03290329032903	48.394839483948395
2770	3.2	2.4	2.7	2.9	3.7	4727	931	3288	1707	8622	47.26472647264727	9.3009300930093	32.87328732873288	17.06170617061706	86.21862186218621
2771	3.9	3.1	4.9	2.6	4.9	7395	7444	7404	5737	21	73.94739473947395	74.43744374437443	74.03740374037405	57.365736573657365	0.2000200020002
2772	3.8	2.4	4.2	3.4	3.4	9403	4470	3134	4696	4861	94.02940294029403	44.694469446944694	31.333133313331334	46.954695469546955	48.60486048604861
2773	2.7	2.2	3.8	3.8	3.9	4725	7457	5888	609	4866	47.244724472447245	74.56745674567456	58.87588758875888	6.080608060806081	48.65486548654865
2774	2.6	3.2	4.3	2.8	3.7	7376	4436	533	6254	4870	73.75737573757377	44.354435443544354	5.320532053205321	62.536253625362534	48.6948694869487
2775	2.3	3.3	3.7	4.7	4.3	9440	904	9544	8591	4675	94.3994399439944	9.030903090309032	95.43954395439545	85.9085908590859	46.74467446744674
2776	4.3	3.2	4.0	2.4	3.7	7375	7486	7382	4757	1000	73.74737473747375	74.85748574857486	73.81738173817382	47.56475647564756	9.99099909990999
2777	4.3	2.1	4.7	4.3	5.0	3134	902	5053	2896	4859	31.333133313331334	9.01090109010901	50.52505250525052	28.95289528952895	48.584858485848585
2778	2.3	3.6	3.6	3.4	4.3	863	7506	1324	7853	1033	8.620862086208621	75.05750575057506	13.23132313231323	78.52785278527853	10.321032103210321
2779	3.6	2.6	4.2	2.8	4.7	9446	7512	5183	6257	4825	94.45944594459445	75.11751175117512	51.82518251825182	62.56625662566256	48.244824482448244
2780	2.2	4.8	1.9	3.2	2.2	9447	7532	3897	9459	4750	94.46944694469447	75.31753175317532	38.96389638963896	94.58945894589459	47.4947494749475
2781	2.5	3.2	3.9	3.6	3.6	7364	888	7704	3408	9063	73.63736373637364	8.870887088708871	77.03770377037704	34.07340734073407	90.62906290629063
2782	3.2	4.1	3.9	3.0	4.1	3093	882	8971	5589	4778	30.92309230923092	8.810881088108811	89.70897089708971	55.88558855885588	47.774777477747776
2783	4.1	2.3	4.3	3.5	4.4	9392	4434	8067	3297	6904	93.91939193919391	44.33443344334434	80.66806680668067	32.96329632963296	69.03690369036903
2784	4.7	1.6	4.7	3.3	4.2	4667	7612	2593	304	7356	46.664666466646665	76.11761176117612	25.922592259225922	3.0303030303030303	73.55735573557357
2785	3.3	3.6	4.5	3.9	3.9	7214	847	8057	227	2274	72.13721372137213	8.46084608460846	80.56805680568057	2.2602260226022604	22.732273227322732
2786	1.4	3.8	2.9	3.8	4.1	2050	1661	4479	4173	4767	20.49204920492049	16.6016601660166	44.78447844784478	41.724172417241725	47.664766476647664
2787	3.6	3.1	3.6	3.4	3.7	4068	4521	9328	1816	9809	40.67406740674067	45.2045204520452	93.27932793279328	18.151815181518153	98.08980898089808
2788	2.8	1.6	5.0	4.3	2.1	1820	7326	775	2334	2261	18.19181918191819	73.25732573257325	7.74077407740774	23.332333233323332	22.6022602260226
2789	1.8	3.6	3.0	3.7	4.0	7067	7319	7716	3211	6901	70.66706670667067	73.18731873187319	77.15771577157716	32.10321032103211	69.006900690069
2790	3.4	3.5	1.4	2.0	3.4	4588	994	9921	7206	9998	45.87458745874587	9.930993099309932	99.20992099209921	72.05720572057206	99.97999799979999
2791	2.7	2.4	4.1	3.3	3.2	9554	4631	778	2520	2259	95.53955395539553	46.3046304630463	7.770777077707771	25.192519251925194	22.58225822582258
2792	2.2	2.4	2.5	3.8	4.1	1661	7061	779	2165	7939	16.6016601660166	70.60706070607061	7.78077807780778	21.64216421642164	79.38793879387939
2793	1.9	4.3	4.7	3.1	3.8	5046	4624	1116	5117	7360	50.455045504550455	46.234623462346235	11.151115111511151	51.16511651165116	73.5973597359736
2794	2.6	2.6	3.0	3.0	3.3	3470	7077	1114	2168	6891	34.69346934693469	70.76707670767077	11.13111311131113	21.67216721672167	68.90689068906892
2795	3.0	2.3	3.4	4.4	3.1	1823	7078	7729	9164	9808	18.221822182218222	70.77707770777077	77.28772877287729	91.63916391639164	98.07980798079808
2796	2.7	3.3	2.8	3.9	3.7	480	7079	2255	8895	8617	4.790479047904791	70.78707870787079	22.542254225422543	88.94889488948895	86.16861686168616
2797	2.1	4.0	3.1	3.4	3.8	7036	4609	2257	5321	1107	70.35703570357036	46.084608460846084	22.562256225622562	53.2053205320532	11.061106110611062
2798	2.3	3.6	3.8	4.1	3.6	3264	7104	8990	72	7384	32.63326332633263	71.03710371037104	89.8989898989899	0.7100710071007101	73.83738373837384
2799	3.6	3.9	3.9	3.3	2.5	1652	1900	1109	5316	4646	16.51165116511651	18.991899189918993	11.081108110811082	53.15531553155316	46.45464546454646
2800	4.2	2.2	2.7	2.7	4.5	9574	6793	2258	708	9990	95.73957395739573	67.92679267926792	22.572257225722574	7.07070707070707	99.8999899989999
2801	5.0	1.0	5.0	5.0	5.0	2977	4581	3929	2505	9569	29.762976297629763	45.804580458045805	39.283928392839286	25.04250425042504	95.68956895689568
2802	3.4	2.0	4.5	2.7	4.6	1646	7037	1107	2151	6806	16.451645164516453	70.36703670367037	11.061106110611062	21.5021502150215	68.05680568056806
2803	2.6	2.8	3.6	2.8	4.8	8407	2514	5382	5309	4973	84.06840684068408	25.132513251325133	53.815381538153815	53.085308530853084	49.72497249724972
2804	3.4	3.6	2.8	3.4	3.4	2088	7161	9309	9932	58	20.87208720872087	71.6071607160716	93.08930893089308	99.31993199319932	0.57005700570057
2805	4.5	2.9	4.7	3.4	4.0	1638	7211	5377	6962	4586	16.371637163716372	72.10721072107211	53.765376537653765	69.61696169616962	45.854585458545856
2806	2.9	2.5	2.6	2.9	4.0	506	1012	6201	4436	9835	5.05050505050505	10.11101110111011	62.006200620062	44.354435443544354	98.34983498349835
2807	2.3	2.4	2.4	3.0	3.8	3203	1916	2557	9401	4584	32.02320232023202	19.15191519151915	25.562556255625562	94.00940094009401	45.83458345834583
2808	3.0	1.6	4.4	4.8	4.4	469	7262	762	8325	2199	4.68046804680468	72.61726172617261	7.610761076107611	83.24832483248325	21.98219821982198
2809	1.7	3.6	4.1	3.2	3.3	8522	2522	5370	8921	1148	85.21852185218522	25.212521252125214	53.6953695369537	89.20892089208921	11.47114711471147
2810	4.7	2.8	3.8	4.9	4.6	7616	996	1142	2495	1151	76.15761576157615	9.950995099509951	11.411141114111413	24.942494249424943	11.5011501150115
2811	3.0	3.7	4.6	3.1	3.6	9541	4539	7691	5302	2398	95.4095409540954	45.38453845384539	76.90769076907691	53.01530153015301	23.97239723972397
2812	3.2	1.9	3.6	3.7	4.1	3873	7304	3823	2206	8711	38.72387238723872	73.03730373037304	38.223822382238225	22.052205220522055	87.10871087108711
2813	2.2	3.4	4.0	3.5	4.5	7613	7307	8121	4428	8716	76.12761276127613	73.06730673067307	81.2081208120812	44.274427442744276	87.15871587158716
2814	1.8	3.2	3.6	3.9	3.5	7541	7308	6655	6745	4562	75.40754075407541	73.07730773077307	66.54665466546655	67.44674467446745	45.614561456145616
2815	1.6	1.8	3.5	2.9	3.7	4907	1038	1196	716	9036	49.064906490649065	10.371037103710371	11.95119511951195	7.15071507150715	90.35903590359035
2816	1.9	2.4	2.8	3.3	3.7	3474	3067	6651	2383	5213	34.73347334733473	30.663066306630665	66.5066506650665	23.82238223822382	52.12521252125213
2817	2.5	2.8	4.4	3.9	3.5	3044	6579	9392	5296	7317	30.433043304330432	65.78657865786579	93.91939193919391	52.955295529552956	73.16731673167317
2818	2.6	4.5	2.8	1.2	4.7	7206	4774	1187	880	963	72.05720572057206	47.73477347734774	11.86118611861186	8.790879087908792	9.62096209620962
2819	2.1	3.4	3.3	2.8	2.7	7202	5709	699	2529	1115	72.01720172017203	57.085708570857086	6.98069806980698	25.28252825282528	11.14111411141114
